date,total_events,conflict_war_count,econ_policy_count,government_political_count,civil_unrest_protest_count,diplomatic_relations_count,avg_goldstein_scale,avg_tone
2008-05-28,11,0,8,2,0,1,6.0909090909090908,-0.92564226620439372
2008-05-29,19,1,8,8,0,3,5.852631578947368,-0.81423054466803779
2008-05-30,18,0,5,4,0,9,5.3111111111111127,-0.51633971060080563
2008-05-31,8,1,1,5,0,2,1.875,1.4819026390380425
2008-06-01,16,4,9,7,0,0,1.26875,-1.5333187848750067
2008-06-02,11,0,7,2,0,2,5.6000000000000005,-0.800899119490149
2008-06-03,10,3,8,2,0,0,1.3600000000000003,0.504250658776576
2008-06-04,9,3,6,2,0,1,0.86666666666666692,-0.960697652053899
2008-06-05,1,1,1,0,0,0,-9.5,-4.6759307975612
2008-06-06,9,2,7,1,0,1,2.833333333333333,-1.4552179708814768
2008-06-07,15,1,9,5,0,1,4.8933333333333335,-1.4854231263450333
2008-06-08,94,57,80,11,0,3,-3.7712765957446819,-1.309877664272618
2008-06-09,71,46,69,2,0,0,-4.0943661971830991,0.33815153792888375
2008-06-10,7,4,6,1,0,0,-3.3142857142857149,1.01103414759491
2008-06-11,6,1,4,2,0,0,3.1,-2.3562403613174867
2008-06-12,7,2,2,4,0,1,-0.34285714285714319,-0.46201459490337832
2008-06-13,15,3,6,7,2,0,0.16666666666666641,0.15899887977384411
2008-06-14,11,0,3,6,0,2,5.0090909090909088,0.84546312540764024
2008-06-15,20,4,10,10,0,0,1.99,-1.6801261058780408
2008-06-16,15,4,6,9,0,0,1.1866666666666663,-2.6587225723186445
2008-06-17,19,4,13,3,0,3,2.736842105263158,-0.95125433513175262
2008-06-18,9,0,1,3,0,5,4.5333333333333332,-1.3911559671638056
2008-06-19,1,0,1,0,0,0,7.0,0.44395116537181
2008-06-20,6,0,1,3,0,2,5.6,-0.74524153209416488
2008-06-21,11,1,2,9,0,0,3.7636363636363632,-0.99222823865792487
2008-06-22,13,7,9,3,1,0,-3.5615384615384613,-3.62688286501244
2008-06-23,15,6,9,1,0,5,-0.58666666666666645,-4.1371629312420328
2008-06-24,26,5,9,7,0,10,1.4153846153846157,-1.3106982823811657
2008-06-25,11,5,7,2,0,2,-1.7636363636363641,-2.4969539462334467
2008-06-26,2,0,1,1,0,0,6.5,-3.16358024691358
2008-06-27,6,0,1,4,0,1,4.4166666666666661,-0.31166729132899784
2008-06-28,19,2,6,11,0,2,3.2842105263157904,-0.32850484782756262
2008-06-29,17,3,15,0,0,2,2.8941176470588235,0.24098112085607007
2008-06-30,12,2,7,5,0,0,2.666666666666667,-1.8936851997450823
2008-07-01,17,1,12,5,0,0,4.8705882352941181,-1.6139449170543088
2008-07-02,8,3,6,2,0,0,-0.21250000000000036,-0.79351793036330143
2008-07-03,4,1,3,0,1,0,-0.30000000000000027,-0.90955322208910983
2008-07-04,3,0,1,2,0,0,3.9333333333333336,-1.476174759417817
2008-07-05,23,4,8,15,0,0,3.5652173913043481,-0.65656527939946185
2008-07-06,19,3,10,6,1,2,2.9105263157894741,0.33927966081936217
2008-07-07,13,4,7,5,0,1,0.68461538461538463,-0.27196674435635082
2008-07-08,4,1,3,1,0,0,2.8,0.68116120436631022
2008-07-09,2,0,0,2,0,0,3.4,-3.2258064516129
2008-07-10,6,1,3,3,0,0,2.4333333333333336,-2.4458168515574794
2008-07-11,11,6,7,4,0,0,-3.5818181818181811,-3.8341723510327137
2008-07-12,19,9,12,7,0,0,-2.3578947368421055,-0.92952763322234988
2008-07-13,23,10,21,2,0,0,-1.0347826086956522,-1.8587566590811808
2008-07-14,9,3,8,1,0,0,1.0222222222222221,-4.83195371994479
2008-07-15,15,2,2,3,3,7,0.4200000000000001,-1.5823106621165512
2008-07-16,28,3,3,11,14,0,-2.2357142857142858,-1.9845951129218125
2008-07-17,13,5,5,0,8,0,-7.8461538461538467,-2.3463093096064309
2008-07-18,18,0,0,11,4,3,3.1333333333333337,-2.5119342078694555
2008-07-19,6,2,4,0,2,0,-3.833333333333333,-3.1628791936655345
2008-07-20,18,0,0,12,5,1,1.2055555555555557,-3.0536351192741886
2008-07-21,12,0,4,7,1,0,6.3333333333333339,-0.080582598059365046
2008-07-22,8,2,3,0,0,5,0.925,-1.6611058817515865
2008-07-23,40,16,18,7,0,15,-0.22499999999999909,-7.422475159934
2008-07-24,36,10,10,9,0,17,1.8166666666666662,-7.1201368289581168
2008-07-25,33,10,12,13,0,8,1.0909090909090911,-3.5206287052170411
2008-07-26,22,1,8,9,0,5,4.1454545454545455,-0.19837492418142244
2008-07-27,30,16,23,7,0,0,-2.9599999999999995,-3.8036613137292066
2008-07-28,47,27,32,8,4,3,-4.4808510638297854,-4.5851179363189978
2008-07-29,12,0,5,4,3,0,2.6916666666666664,0.53868227085720988
2008-07-30,1,0,1,0,0,0,7.0,-0.48939641109298
2008-07-31,8,8,8,0,0,0,-10.0,-1.98019801980198
2008-08-01,3,0,0,3,0,0,3.4333333333333331,-0.66427197574739
2008-08-02,11,0,8,3,0,0,5.6999999999999993,0.87117609382291
2008-08-03,29,10,23,4,2,0,-0.27241379310344832,-3.1004811785452313
2008-08-04,18,6,14,0,1,3,0.23888888888888948,-1.8365065763909882
2008-08-05,9,0,3,3,3,0,2.0777777777777775,-1.221798323345979
2008-08-06,3,0,0,3,0,0,3.4666666666666668,1.69491525423729
2008-08-07,5,4,4,1,0,0,-7.32,-0.40742377429344956
2008-08-08,4,2,4,0,0,0,-2.0,1.9440452026422124
2008-08-09,1,0,0,1,0,0,3.4,5.21172638436482
2008-08-10,12,5,7,5,0,0,-1.5833333333333335,-2.3312990791029544
2008-08-11,31,17,21,10,0,0,-3.3096774193548386,-4.6113718567758077
2008-08-12,24,13,20,0,0,4,-3.041666666666667,-5.0045430364849555
2008-08-13,3,0,1,2,0,0,4.6,1.0700708280094067
2008-08-14,10,3,5,1,0,4,0.57999999999999985,-2.09160516942086
2008-08-15,16,1,8,4,0,4,4.2625,-3.1812773400724392
2008-08-16,6,1,2,4,0,0,1.4500000000000002,-1.24591910522884
2008-08-17,23,21,22,1,0,0,-8.6565217391304365,-3.7976824964628246
2008-08-18,8,8,8,0,0,0,-10.0,-3.6478288633461062
2008-08-19,11,2,3,8,0,0,2.4181818181818189,-1.3881042762887836
2008-08-20,7,2,4,1,0,2,0.54285714285714293,-1.6177318922472372
2008-08-21,1,1,1,0,0,0,-10.0,-7.6923076923077
2008-08-22,4,2,4,0,0,0,-2.0,-1.3093357602160052
2008-08-23,3,0,0,3,0,0,3.4333333333333336,2.2915958924112068
2008-08-24,10,4,8,2,0,0,-0.19999999999999996,-2.2230541593609958
2008-08-26,7,0,2,5,0,0,4.5857142857142863,-1.9821550322564132
2008-08-27,7,0,3,2,0,2,5.2571428571428571,-1.3799967106549185
2008-08-29,3,1,1,2,0,0,-1.0666666666666669,0.41998928793274626
2008-08-30,6,0,6,0,0,0,6.2,-1.7485303998066484
2008-08-31,20,3,10,5,1,4,2.035,-0.44364180568057748
2008-09-01,9,2,5,4,0,0,2.0222222222222221,-3.6639051759375834
2008-09-02,20,8,17,3,0,0,-0.20000000000000029,-0.62683106554110346
2008-09-03,6,2,5,0,0,1,1.2000000000000006,-2.71524399078833
2008-09-04,4,0,2,2,0,0,5.8500000000000005,0.014398022534227561
2008-09-05,6,0,3,3,0,0,6.15,0.0701124899172284
2008-09-06,10,3,5,4,0,1,0.24,-0.4246037503621648
2008-09-07,17,2,7,10,0,0,4.1529411764705877,1.0698495798831824
2008-09-08,14,1,4,10,0,0,4.4714285714285715,2.1117642438371726
2008-09-09,7,0,2,5,0,0,5.3428571428571425,-0.70992420506563592
2008-09-10,9,8,9,0,0,0,-7.9,-0.92233408601711553
2008-09-11,1,1,1,0,0,0,-10.0,-3.27683615819209
2008-09-12,7,0,3,4,0,0,5.0142857142857142,0.93218353143467581
2008-09-13,12,7,7,5,0,0,-3.5499999999999994,-1.4897372308683592
2008-09-14,8,2,5,3,0,0,1.1999999999999997,-0.654802110658985
2008-09-15,18,1,5,11,0,2,3.6388888888888888,0.817191167523702
2008-09-16,11,0,2,9,0,0,4.3636363636363642,1.2968787546842153
2008-09-17,8,0,2,6,0,0,7.5500000000000007,-2.93030847090934
2008-09-18,1,0,1,0,0,0,7.4,0.14367816091954
2008-09-19,11,0,2,4,1,4,3.4454545454545458,0.52547724207039259
2008-09-20,16,3,5,7,2,2,0.40000000000000036,-1.04481954135211
2008-09-21,7,0,1,6,0,0,4.3714285714285719,-0.53001474996226716
2008-09-22,11,0,9,1,0,1,7.3363636363636369,-2.5806798015731029
2008-09-23,14,3,4,2,3,5,-0.907142857142857,-0.038709722173369321
2008-09-24,1,1,1,0,0,0,-10.0,-5.71428571428571
2008-09-25,9,1,1,2,0,6,2.3111111111111109,2.7931884092913712
2008-09-26,3,1,3,0,0,0,0.80000000000000071,0.072899234241090127
2008-09-27,5,3,3,2,0,0,-4.62,-2.2859516379604781
2008-09-28,13,6,9,3,0,1,-2.0615384615384618,-0.94824712641772768
2008-09-29,11,0,1,9,1,0,3.954545454545455,1.4464239322617782
2008-09-30,7,3,5,2,0,0,-1.1714285714285713,-0.13032119853726989
2008-10-01,6,1,1,5,0,0,2.4666666666666663,0.82962811686606
2008-10-02,2,0,0,2,0,0,3.4,-1.34715025906736
2008-10-03,8,0,4,2,0,2,5.45,-0.21342602645660369
2008-10-04,10,0,0,8,0,2,3.5200000000000005,0.708411323982011
2008-10-05,6,2,4,2,0,0,-0.53333333333333321,-0.54192728130108669
2008-10-06,7,0,0,7,0,0,3.7714285714285714,1.4030205893117245
2008-10-07,12,2,3,8,1,0,1.0749999999999997,1.3847393864754918
2008-10-08,2,0,0,2,0,0,3.4,3.29896907216494
2008-10-09,7,2,2,3,0,2,0.62857142857142856,-6.839906125620451
2008-10-10,20,1,11,7,0,2,5.1050000000000013,-0.23276391403607044
2008-10-11,21,6,14,7,0,0,0.87619047619047663,-0.13344446962832213
2008-10-12,15,1,12,2,1,0,4.0066666666666677,-0.22812771478148397
2008-10-13,31,12,21,7,0,3,-0.21935483870967717,-2.5727580865902229
2008-10-14,24,13,20,3,0,1,-2.45,-2.3460748706080921
2008-10-15,15,0,9,6,0,0,6.6,1.5802395034345651
2008-10-16,3,0,1,0,0,2,5.1333333333333337,0.83021715355483661
2008-10-17,23,6,14,7,0,2,1.4347826086956521,-2.0789827492283397
2008-10-18,12,2,10,2,0,0,4.05,-0.7194241460491283
2008-10-19,19,4,15,3,0,1,2.6105263157894742,-3.3578086022213358
2008-10-20,11,5,7,4,0,0,-1.7090909090909092,-3.7166750575707668
2008-10-21,27,9,14,12,0,1,-0.46296296296296291,-2.1972572277300451
2008-10-22,14,7,11,3,0,0,-2.2428571428571433,-2.6794956967542727
2008-10-23,5,1,2,3,0,0,1.04,-0.34367593191122203
2008-10-24,9,3,6,1,2,0,-1.9666666666666668,-2.1114802558132926
2008-10-25,19,6,13,6,0,0,1.1473684210526316,-1.8525594780262831
2008-10-26,12,0,6,5,0,1,5.916666666666667,0.33170385016406118
2008-10-27,23,7,16,7,0,0,1.317391304347826,-1.9481283315888238
2008-10-28,17,2,10,4,0,3,3.4529411764705884,-0.0496661496137879
2008-10-29,3,0,0,1,0,2,3.8000000000000003,6.0201718031015963
2008-10-30,5,3,3,1,0,1,-4.4399999999999995,-5.3108913027258877
2008-10-31,27,9,23,1,0,3,0.61481481481481481,-0.36354170183469747
2008-11-01,20,4,10,9,0,1,1.7899999999999998,-1.0538640881940291
2008-11-02,20,1,15,4,0,1,5.75,0.651627129531719
2008-11-03,9,0,2,4,0,3,4.9222222222222225,-0.20862438536723332
2008-11-04,10,2,5,4,0,1,2.2,-0.56373245448955922
2008-11-05,7,2,3,4,0,0,0.28571428571428559,-1.2857919324342584
2008-11-06,4,0,2,2,0,0,5.2,-1.3964507226150875
2008-11-07,18,3,11,7,0,0,2.2611111111111115,-1.3356193155697067
2008-11-08,27,1,13,14,0,0,5.4148148148148145,-2.4153475248475322
2008-11-09,12,2,12,0,0,0,3.2666666666666671,-1.0445056319393
2008-11-10,12,2,9,3,0,0,3.5166666666666666,0.460281497316616
2008-11-11,11,1,7,1,0,3,4.2272727272727275,1.9190581749312292
2008-11-12,7,6,7,0,0,0,-7.7142857142857144,-2.144196056906563
2008-11-13,3,1,1,2,0,0,-0.89999999999999991,-0.601995777559583
2008-11-14,9,5,7,2,0,0,-2.8666666666666667,-3.4230641100066661
2008-11-15,10,5,7,2,0,1,-2.06,-1.7908798117593965
2008-11-16,8,0,3,1,2,2,2.1875,-2.2613543700012775
2008-11-17,9,2,5,4,0,0,1.9555555555555555,0.58971607838521667
2008-11-18,13,0,6,7,0,0,5.7538461538461538,1.5618026103838245
2008-11-19,7,0,0,4,0,3,3.657142857142857,-1.3089468474275643
2008-11-20,7,1,2,5,0,0,2.1285714285714286,-1.1616700626457388
2008-11-21,6,3,3,2,0,1,-2.9999999999999996,-4.5761590880057552
2008-11-22,14,3,9,5,0,0,2.6857142857142859,-3.1353858349582122
2008-11-23,13,0,7,6,0,0,5.7230769230769232,1.7379042352387875
2008-11-24,17,0,1,16,0,0,6.4705882352941178,-0.85532829235588292
2008-11-25,8,4,8,0,0,0,-1.0999999999999996,1.4555625554107423
2008-11-26,5,3,5,0,0,0,-2.0,-3.4070208728652758
2008-11-27,17,10,14,3,0,0,-3.2588235294117647,-2.6703114510819632
2008-11-28,18,5,9,6,0,3,1.433333333333334,-1.9226462175295145
2008-11-29,26,2,14,12,0,0,5.46923076923077,-1.4110196968669706
2008-11-30,12,0,5,7,0,0,6.4333333333333336,-1.4149532868803802
2008-12-01,11,1,4,7,0,0,4.8,-0.089009286259814413
2008-12-02,9,0,5,4,0,0,6.1555555555555559,1.5073766851366441
2008-12-03,11,2,7,2,0,2,2.8909090909090911,-0.69442300288948533
2008-12-04,1,0,1,0,0,0,7.4,-2.66272189349113
2008-12-05,5,3,3,2,0,0,-4.64,-0.37986296649347195
2008-12-06,10,6,6,3,0,1,-4.58,-2.3678890084275874
2008-12-07,9,3,6,2,0,1,0.30000000000000004,-0.96090515908302854
2008-12-08,15,4,10,5,0,0,1.5133333333333336,-1.5499817137365473
2008-12-09,6,1,3,3,0,0,2.0333333333333328,-1.8196743429509084
2008-12-10,1,0,0,1,0,0,3.4,-0.50167224080268
2008-12-11,5,0,4,1,0,0,5.4799999999999995,-0.517977791919758
2008-12-12,14,10,11,3,0,0,-5.87142857142857,-1.1741626911918017
2008-12-13,28,3,9,4,5,10,1.3107142857142862,-2.85725320987018
2008-12-14,14,2,8,1,5,0,-0.45000000000000023,-4.7092836657855672
2008-12-15,27,0,11,13,3,0,3.7222222222222223,-1.2805031418214317
2008-12-16,24,1,11,5,0,8,4.3083333333333327,-1.1579605926384211
2008-12-17,2,0,0,2,0,0,3.4,4.00890868596882
2008-12-19,10,0,2,4,1,3,4.51,-1.233304019247869
2008-12-20,5,0,2,3,0,0,4.84,-2.197690335913606
2008-12-21,12,0,4,7,0,1,5.4833333333333325,-1.1329949722267181
2008-12-22,16,0,2,10,0,4,4.08125,0.044920243637899426
2008-12-23,17,0,2,8,0,7,6.1647058823529415,-1.1227669774469671
2008-12-24,4,1,2,2,0,0,1.0500000000000007,0.39851638215886515
2008-12-25,8,2,3,5,0,0,2.225,-0.18120730600746771
2008-12-26,9,5,7,2,0,0,-3.1555555555555554,-2.4937810910344096
2008-12-27,8,1,6,2,0,0,4.1875000000000009,2.2579487560448386
2008-12-28,8,1,5,3,0,0,3.6875,1.4400127752901937
2008-12-29,13,1,3,8,0,2,4.9230769230769242,-0.99135750567713066
2008-12-30,9,2,2,7,0,0,3.6555555555555554,-2.1308490075013933
2008-12-31,1,0,0,1,0,0,6.0,-4.75311490539917
2009-01-01,4,0,1,3,0,0,6.2,2.3842882275872626
2009-01-02,6,0,3,2,0,1,5.5000000000000009,-0.48837624578549477
2009-01-03,4,0,4,0,0,0,7.1000000000000005,-1.6564640826986574
2009-01-04,5,0,2,3,0,0,4.4600000000000009,0.59433554159833
2009-01-05,3,0,1,1,0,1,4.8,2.6958064503044143
2009-01-06,10,2,3,7,0,0,2.1199999999999997,-1.2706845106591333
2009-01-07,5,1,2,3,0,0,1.44,0.10015895715998431
2009-01-08,6,0,1,4,0,1,3.833333333333333,-2.2593647641338235
2009-01-09,5,3,3,2,0,0,-4.6400000000000006,-5.1041451745862521
2009-01-10,9,1,2,6,0,1,3.0555555555555554,-0.90832554757978867
2009-01-11,12,4,8,4,0,0,0.43333333333333329,-2.2017552792315933
2009-01-12,8,2,7,1,0,0,2.3499999999999996,-4.8243800750714669
2009-01-13,7,5,6,1,0,0,-5.6571428571428575,-2.4311422100655689
2009-01-14,10,0,1,3,5,1,-0.66999999999999948,-3.3257669942811328
2009-01-15,3,0,0,2,1,0,0.96666666666666723,-1.2903882545270635
2009-01-16,8,0,3,2,1,2,4.0625,-1.0544610023176526
2009-01-17,19,6,12,7,0,0,0.90526315789473721,-2.2728331444308121
2009-01-18,18,5,12,3,3,0,-0.0277777777777779,-5.372353568665825
2009-01-19,9,5,6,3,0,0,-3.2666666666666666,-3.4348754742531193
2009-01-20,8,1,5,1,2,0,1.1999999999999997,-1.1925129309805675
2009-01-21,5,0,1,3,1,0,2.14,2.325770304978362
2009-01-22,2,0,1,1,0,0,5.4,-1.32713846917564
2009-01-23,8,0,0,3,1,4,3.4875,-3.4572866172547161
2009-01-24,6,2,3,2,1,0,-1.6166666666666667,-4.8927642429505074
2009-01-25,10,7,9,0,1,0,-6.41,-5.4373328127380107
2009-01-26,17,2,8,9,0,0,3.7823529411764705,-3.2333440441287222
2009-01-27,18,2,8,7,1,2,3.5055555555555564,-0.41428167679754568
2009-01-28,2,1,1,1,0,0,-3.3,-0.44696827392219496
2009-01-29,7,2,6,1,0,0,1.4857142857142858,-2.6941870869696016
2009-01-30,20,3,13,7,0,0,4.3,-2.0513547315996283
2009-01-31,14,0,3,8,2,1,4.3928571428571432,-1.5290431906668158
2009-02-01,14,9,14,0,0,0,-4.128571428571429,-3.7203680522930731
2009-02-02,17,0,8,9,0,0,5.9235294117647062,-2.6545842459502476
2009-02-03,13,0,3,10,0,0,5.6923076923076925,-1.8527192939694233
2009-02-04,4,0,1,2,0,1,5.2,-1.2135415967175924
2009-02-05,4,0,2,2,0,0,7.0500000000000007,-2.2308074045050876
2009-02-06,8,0,2,4,0,2,5.0,0.17021186763611618
2009-02-07,13,1,1,12,0,0,2.5769230769230771,1.4647880995761415
2009-02-08,16,0,7,9,0,0,6.7875,0.20364667307797923
2009-02-09,10,2,6,4,0,0,1.7800000000000005,-0.485933601316092
2009-02-10,9,0,3,1,0,5,6.4111111111111114,-0.40438605042035852
2009-02-11,5,0,1,2,0,2,4.44,-1.5930941195582919
2009-02-12,9,1,3,0,0,6,3.7888888888888883,-3.1375816009821897
2009-02-13,6,0,3,0,0,3,5.7,-1.0923597307207387
2009-02-14,14,0,5,8,1,0,5.1785714285714279,1.0880787269394863
2009-02-15,11,0,4,4,0,3,5.0181818181818176,3.6508161821744785
2009-02-16,6,2,2,3,0,1,-0.96666666666666656,2.6819772540232236
2009-02-17,7,2,3,4,0,0,0.62857142857142856,-3.5348268045237528
2009-02-18,12,5,7,5,0,0,-1.2999999999999998,1.3842201732740667
2009-02-19,3,3,3,0,0,0,-10.0,-0.30867631494113668
2009-02-20,10,1,2,1,4,3,-1.0299999999999998,3.0205766698834058
2009-02-21,13,0,7,4,0,2,6.0000000000000009,0.505595441198661
2009-02-22,7,3,6,0,1,0,-2.1142857142857134,0.1814244921280016
2009-02-23,10,3,5,5,0,0,0.74000000000000044,-1.67840670605504
2009-02-24,15,0,9,6,0,0,5.2666666666666666,-1.5961254405345524
2009-02-25,12,2,4,7,1,0,1.3583333333333332,-1.9600553898245607
2009-02-26,10,0,2,1,0,7,4.1499999999999995,-0.8247423441642231
2009-02-27,6,0,2,2,0,2,4.9333333333333327,-0.20931340946277333
2009-02-28,10,2,5,5,0,0,1.8,-0.42108438446837088
2009-03-01,14,5,5,9,0,0,0.15714285714285725,-2.7438630941951234
2009-03-02,3,0,1,2,0,0,4.7666666666666666,2.3964566699036034
2009-03-03,12,1,5,6,0,1,3.5749999999999997,-0.22292321140692409
2009-03-04,3,1,1,1,0,1,-0.8666666666666667,0.683875399460173
2009-03-05,5,2,2,0,0,3,-1.5,-1.9249388276223578
2009-03-06,8,2,5,3,0,0,1.8125,0.57866655141086754
2009-03-07,15,1,7,8,0,0,5.5333333333333341,-1.6305528127299267
2009-03-08,4,0,2,2,0,0,5.575,1.5397178315201425
2009-03-09,24,2,6,17,1,0,2.9000000000000004,-0.9610745405026464
2009-03-10,16,8,13,2,0,1,-1.875,0.73866508580126844
2009-03-11,17,3,8,7,0,2,2.7117647058823531,-0.70373973469966355
2009-03-12,6,2,2,4,0,0,-1.0666666666666669,-4.0222144987980331
2009-03-13,7,1,3,2,0,2,2.8142857142857145,-0.2525949543844
2009-03-14,6,2,4,0,0,2,0.4666666666666669,-1.08055321419853
2009-03-15,9,0,4,5,0,0,6.0666666666666673,-0.81657385454732934
2009-03-16,19,8,13,4,0,2,-0.8,-2.033125765376476
2009-03-17,16,1,8,6,0,2,3.625,-0.81274577694285544
2009-03-18,9,6,7,0,1,1,-6.2222222222222223,-0.72559261823635135
2009-03-19,4,1,3,0,1,0,-0.67499999999999938,-2.5677045986960274
2009-03-20,41,2,7,34,0,0,3.2536585365853656,2.5069021839665928
2009-03-21,66,6,23,41,1,1,3.103030303030303,0.82011099744354665
2009-03-22,69,1,21,46,0,2,4.5623188405797093,0.1914085575455651
2009-03-23,25,0,2,13,0,10,4.6639999999999988,-1.9137027785810681
2009-03-24,31,4,12,15,0,4,3.6258064516129043,-1.5620315626603782
2009-03-25,11,4,9,1,1,0,-0.28181818181818163,-3.8800735672764661
2009-03-26,3,2,3,0,0,0,-4.2000000000000011,-0.18402049848590707
2009-03-27,11,2,3,8,0,0,1.4272727272727277,0.91535839109071371
2009-03-28,20,9,14,6,0,0,-1.67,-1.6743433284690743
2009-03-29,20,0,11,6,0,3,5.9050000000000011,-1.0343164752786007
2009-03-30,13,7,10,3,0,0,-2.5307692307692311,-0.6144432479703
2009-03-31,31,4,8,23,0,0,3.5290322580645155,-0.83966508323617828
2009-04-01,24,2,8,9,1,6,3.7875000000000005,-1.3572068107610238
2009-04-02,17,4,4,6,0,7,1.4058823529411764,-1.3682120629456194
2009-04-03,26,5,11,13,0,2,2.9038461538461533,-0.9081614176620606
2009-04-04,24,9,14,3,1,6,-0.8375,-0.67083161715626827
2009-04-05,21,14,17,4,0,0,-4.8142857142857141,-1.3764662231758704
2009-04-06,15,7,10,5,0,0,-1.4400000000000002,-1.2406751501110229
2009-04-07,4,0,1,0,1,2,1.625,-1.4877602317537575
2009-04-08,24,4,13,11,0,0,2.7750000000000004,-2.0989197024531938
2009-04-09,14,0,4,10,0,0,4.6428571428571423,-2.0387868411800816
2009-04-10,30,4,11,15,2,0,2.5166666666666666,-1.1980351604854051
2009-04-11,20,4,14,6,0,0,3.1799999999999997,-1.6888605066510962
2009-04-12,17,8,9,6,0,2,-2.5352941176470591,-1.2358905970965011
2009-04-13,21,12,16,4,0,1,-3.4571428571428577,-2.4076369902033776
2009-04-14,21,15,18,1,0,2,-5.3761904761904757,-3.2401169600171342
2009-04-15,14,9,12,2,0,0,-4.32857142857143,-4.4841757392035753
2009-04-16,2,0,1,1,0,0,5.2,1.9216781427871
2009-04-17,21,7,12,9,0,0,0.9904761904761904,-2.5258415433435464
2009-04-18,13,5,8,3,0,2,-0.723076923076923,-1.043656000766763
2009-04-19,8,0,6,2,0,0,6.15,-1.2942473562862913
2009-04-20,14,0,4,10,0,0,5.2071428571428564,-0.91295621765466484
2009-04-21,9,0,6,1,0,2,5.7555555555555555,-3.0418555243626635
2009-04-22,8,1,7,1,0,0,4.4875,-3.210317129682831
2009-04-23,10,0,5,2,3,0,1.93,0.13106588859223728
2009-04-24,8,0,3,5,0,0,4.8125000000000009,1.4380670725229425
2009-04-25,16,2,5,11,0,0,2.4250000000000003,-0.7330188427108949
2009-04-26,10,5,8,2,0,0,-2.22,-2.122089285439217
2009-04-27,13,2,7,6,0,0,2.8538461538461535,0.20840104705387452
2009-04-28,18,6,16,2,0,0,1.0,-2.5214607771207542
2009-04-29,8,0,4,4,0,0,5.2,1.6075526962797262
2009-04-30,10,0,6,2,0,2,5.84,0.72961847423884829
2009-05-01,6,2,6,0,0,0,1.1333333333333337,-2.51483838818446
2009-05-02,9,5,8,0,1,0,-3.9444444444444446,-2.1213433659347261
2009-05-03,14,2,6,8,0,0,2.8,-0.26754347000043704
2009-05-04,9,3,5,3,1,0,-1.5444444444444452,-1.634309235925578
2009-05-05,10,4,6,3,0,1,-1.38,-2.1718802136270616
2009-05-06,15,14,15,0,0,0,-8.8400000000000016,-9.5729956426129217
2009-05-07,9,9,9,0,0,0,-10.0,-7.6052471646020114
2009-05-08,6,1,4,1,1,0,1.8166666666666662,-1.8062282238831
2009-05-09,5,2,4,1,0,0,-0.52,-2.5558243126736304
2009-05-10,18,4,11,6,1,0,1.8777777777777775,-2.4995019365617264
2009-05-11,6,1,2,4,0,0,1.8333333333333333,-0.70363741427401472
2009-05-12,15,4,9,6,0,0,0.81333333333333346,-3.0603667235672636
2009-05-13,24,0,1,23,0,0,3.8166666666666678,0.40117264650629564
2009-05-14,17,5,5,9,0,3,-0.047058823529411931,-2.1012165266376432
2009-05-15,9,1,1,8,0,0,1.9666666666666666,2.4745309400313404
2009-05-16,19,4,6,9,4,0,-0.68947368421052624,-1.7101665632574965
2009-05-17,15,0,3,7,2,3,4.1800000000000006,-1.4869258705496071
2009-05-18,18,6,10,8,0,0,0.7000000000000004,-1.0365574160118491
2009-05-19,13,0,6,7,0,0,5.7999999999999989,-1.416527957137697
2009-05-20,8,0,3,5,0,0,4.8500000000000005,1.4520333089107864
2009-05-21,4,2,3,1,0,0,-2.2999999999999994,-1.2296495899521549
2009-05-22,8,0,3,4,1,0,4.1875,-2.6443474904560498
2009-05-23,6,1,1,5,0,0,2.666666666666667,-1.5890824615487584
2009-05-24,20,2,10,5,0,5,4.0999999999999988,-2.7430140274566432
2009-05-25,25,4,21,0,0,4,3.896,-4.5250704081548534
2009-05-26,8,2,6,2,0,0,1.8375000000000004,0.39334760121476675
2009-05-27,4,0,2,2,0,0,5.85,-0.51997075257438
2009-05-28,2,0,1,1,0,0,6.5,-2.5520012606366249
2009-05-29,8,7,7,1,0,0,-8.325,-0.69850539842666381
2009-05-30,3,2,3,0,0,0,-4.1999999999999993,-0.22883039760676666
2009-05-31,32,5,14,11,0,7,3.0343750000000007,0.43204267162211096
2009-06-01,11,5,9,1,0,1,-1.5090909090909088,-1.8108004340338264
2009-06-02,6,2,3,3,0,0,0.26666666666666727,-0.87011170861889675
2009-06-03,12,3,5,0,0,7,2.0666666666666669,-0.78418898955179883
2009-06-04,5,3,4,1,0,0,-3.14,-1.3556956230553396
2009-06-05,6,0,2,3,1,0,4.5166666666666675,2.5444510464962304
2009-06-06,7,0,4,3,0,0,6.0142857142857142,-0.0014953410616272977
2009-06-07,11,1,6,2,0,3,3.9454545454545458,-3.0695089461343712
2009-06-08,13,0,6,7,0,0,6.569230769230769,-3.3230110073738648
2009-06-09,18,2,9,9,0,0,4.3111111111111109,-0.44686726743332778
2009-06-10,13,0,3,10,0,0,5.2461538461538462,0.62376147432972773
2009-06-11,1,0,0,0,0,1,4.0,-5.21901211556384
2009-06-12,12,3,9,2,1,0,1.3166666666666664,0.81684669417546352
2009-06-13,15,3,6,7,0,2,2.1066666666666665,-2.1515066282506567
2009-06-14,16,4,13,3,0,0,2.1937499999999996,-0.15634485301107498
2009-06-15,15,2,8,3,2,2,2.0599999999999996,-0.273709685386236
