window_months,start_date,end_date,length_months,avg_corr,max_corr,min_corr
11,2016-02-01,2017-01-01,12,0.5341116023602968,0.5572443705170491,0.5109788342035444
11,2016-05-01,2017-03-01,11,0.517685274391047,0.517685274391047,0.517685274391047
11,2017-05-01,2018-03-01,11,0.521236518593252,0.521236518593252,0.521236518593252
11,2018-05-01,2019-03-01,11,0.5360200489163092,0.5360200489163092,0.5360200489163092
12,2000-03-01,2001-05-01,15,-0.6122465666408726,-0.5029047939880638,-0.698620395424156
12,2000-10-01,2002-05-01,20,0.6744440742036494,0.7576617990791873,0.5325075983618965
12,2001-11-01,2003-07-01,21,-0.7180657545162694,-0.6037999764936517,-0.796380345457524
12,2003-03-01,2004-09-01,19,-0.7764579220405197,-0.5334799645708335,-0.9151383985971594
12,2004-11-01,2005-12-01,14,0.6864967435347497,0.8030929495185909,0.5541667526233908
12,2006-10-01,2008-08-01,23,0.8365870701628553,0.9567962267400754,0.5037925039406813
12,2007-12-01,2009-01-01,14,-0.724229357666509,-0.6733182258759389,-0.8088414947015308
12,2008-07-01,2009-11-01,17,0.7510929744089408,0.8773357844354358,0.5304408732939427
12,2009-03-01,2011-04-01,26,-0.7607138618571027,-0.5763277855182078,-0.8507887592202086
12,2010-09-01,2012-01-01,17,0.6062572945921895,0.67527650140062,0.5079365799801131
12,2011-12-01,2013-03-01,16,-0.7003797476062983,-0.6064665202574324,-0.7999059959961732
12,2013-05-01,2014-10-01,18,0.6124293432985061,0.6747121028607754,0.5362774106543792
12,2015-09-01,2016-10-01,14,0.5351349716649074,0.5620494584013835,0.5180902548677433
12,2016-01-01,2017-01-01,13,0.5446975755316414,0.5479134456190997,0.5414817054441832
12,2016-04-01,2017-03-01,12,0.5043093219990686,0.5043093219990686,0.5043093219990686
12,2017-04-01,2018-03-01,12,0.5159581976585809,0.5159581976585809,0.5159581976585809
